PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Inhibition at 7.44 uM
RESULT_TYPE,,,,,,,FLOAT
RESULT_DESCR,,,,,,,Normalized percent inhibition of the primary screen at a compound concentration of 7.44 micromolar.
RESULT_UNIT,,,,,,,PERCENT
RESULT_ATTR_CONC_MICROMOL,,,,,,,7.44
4658,310282333,117073310,Inactive,11,,,8.49
4659,310283761,117075017,Inactive,11,,,8.49
4660,310298171,117089305,Inactive,11,,,8.49
4661,310301847,117092799,Inactive,11,,,8.49
4662,310294724,117086073,Inactive,11,,,8.49
4663,310292308,117083817,Inactive,11,,,8.48
4664,310298251,117089381,Inactive,11,,,8.48
4665,310289951,117081621,Inactive,11,,,8.47
4666,310287305,117079134,Inactive,11,,,8.47
4667,310287316,117079145,Inactive,11,,,8.47
4668,310299387,117090464,Inactive,11,,,8.47
4669,310294222,117085609,Inactive,11,,,8.47
4670,310302954,117093833,Inactive,11,,,8.47
4671,310302861,117093746,Inactive,11,,,8.47
4672,310303272,117094128,Inactive,11,,,8.47
4673,310288890,112893562,Inactive,11,,,8.45
4674,310300369,117091394,Inactive,11,,,8.45
4675,310300784,117091793,Inactive,11,,,8.45
4676,310289353,117081047,Inactive,11,,,8.45
4677,310284346,117075659,Inactive,11,,,8.45
4678,310285271,117076672,Inactive,11,,,8.45
4679,310286774,117078651,Inactive,11,,,8.45
4680,310285736,136962237,Inactive,11,,,8.45
4681,310286592,117078369,Inactive,11,,,8.45
4682,310293736,117085148,Inactive,11,,,8.44
4683,310289830,117081504,Inactive,11,,,8.44
4684,310288806,117080526,Inactive,11,,,8.44
4685,310297703,117088865,Inactive,11,,,8.44
4686,310287739,117079524,Inactive,11,,,8.44
4687,310284556,117075964,Inactive,11,,,8.43
4688,310283315,117074572,Inactive,11,,,8.43
4689,310298318,117089445,Inactive,11,,,8.43
4690,310285347,117076775,Inactive,11,,,8.43
4691,310293071,117084533,Inactive,11,,,8.43
4692,310293473,117084903,Inactive,11,,,8.42
4693,310295278,112894410,Inactive,11,,,8.42
4694,310294213,117085601,Inactive,11,,,8.42
4695,310291428,117082993,Inactive,11,,,8.42
4696,310289321,117081017,Inactive,11,,,8.42
4697,310288963,117080675,Inactive,11,,,8.42
4698,310290082,112860717,Inactive,11,,,8.41
4699,310290133,117081793,Inactive,11,,,8.41
4700,310299108,117090194,Inactive,11,,,8.41
4701,310284706,117076117,Inactive,11,,,8.41
4702,310303389,117094240,Inactive,11,,,8.41
4703,310294447,117085818,Inactive,11,,,8.41
4704,310302101,117093037,Inactive,11,,,8.41
4705,310296870,117088075,Inactive,11,,,8.4
4706,310297014,117088211,Inactive,11,,,8.4
4707,310295410,117086711,Inactive,11,,,8.4
4708,310289308,117081004,Inactive,11,,,8.4
4709,310289982,117081651,Inactive,11,,,8.4
4710,310288161,117079909,Inactive,11,,,8.4
4711,310287416,117079237,Inactive,11,,,8.4
4712,310292173,117083688,Inactive,11,,,8.4
4713,310300357,117091384,Inactive,11,,,8.4
4714,310283811,22309647,Inactive,11,,,8.39
4715,310284234,117075495,Inactive,11,,,8.39
4716,310284478,117075832,Inactive,11,,,8.39
4717,310294567,117085932,Inactive,11,,,8.39
4718,310297382,117088558,Inactive,11,,,8.38
4719,310287413,117079235,Inactive,11,,,8.38
4720,310288521,117080252,Inactive,11,,,8.38
4721,310288480,117080212,Inactive,11,,,8.38
4722,310292638,117084127,Inactive,11,,,8.38
4723,310290196,117081850,Inactive,11,,,8.38
4724,310299633,117090695,Inactive,11,,,8.38
4725,310300838,117091844,Inactive,11,,,8.38
4726,310298393,117089516,Inactive,11,,,8.38
4727,310294672,117086026,Inactive,11,,,8.37
4728,310294366,117085743,Inactive,11,,,8.37
4729,310301212,117092200,Inactive,11,,,8.37
4730,310293790,117085200,Inactive,11,,,8.37
4731,310302725,117093619,Inactive,11,,,8.37
4732,310302986,117093863,Inactive,11,,,8.37
4733,310288122,117079872,Inactive,11,,,8.36
4734,310289129,117080834,Inactive,11,,,8.36
4735,310298056,117089192,Inactive,11,,,8.36
4736,310299289,117090368,Inactive,11,,,8.36
4737,310284386,117075701,Inactive,11,,,8.36
4738,310285517,117076998,Inactive,11,,,8.36
4739,310291266,117082837,Inactive,11,,,8.36
4740,310294448,117085819,Inactive,11,,,8.35
4741,310302914,117093795,Inactive,11,,,8.35
4742,310293396,117084832,Inactive,11,,,8.35
4743,310297847,117088999,Inactive,11,,,8.35
4744,310287339,117079167,Inactive,11,,,8.35
4745,310288699,117080423,Inactive,11,,,8.34
4746,310284620,117076060,Inactive,11,,,8.34
4747,310297888,117089037,Inactive,11,,,8.34
4748,310290054,117081721,Inactive,11,,,8.34
4749,310289183,117080887,Inactive,11,,,8.34
4750,310290979,117082576,Inactive,11,,,8.34
4751,310298051,117089187,Inactive,11,,,8.34
4752,310283348,117074622,Inactive,11,,,8.34
4753,310287865,117079638,Inactive,11,,,8.33
4754,310297714,117088873,Inactive,11,,,8.33
4755,310289871,117081543,Inactive,11,,,8.33
4756,310286173,117077723,Inactive,11,,,8.32
4757,310284944,25221250,Inactive,11,,,8.32
4758,310285743,117077286,Inactive,11,,,8.32
4759,310300505,117091526,Inactive,11,,,8.32
4760,310289556,112864795,Inactive,11,,,8.31
4761,310302333,117093253,Inactive,11,,,8.31
4762,310288026,112863292,Inactive,11,,,8.31
4763,310295060,117086383,Inactive,11,,,8.31
4764,310295055,117086378,Inactive,11,,,8.31
4765,310289182,117080886,Inactive,11,,,8.31
4766,310297105,117088296,Inactive,11,,,8.31
4767,310283466,117074760,Inactive,11,,,8.31
4768,310283564,117074886,Inactive,11,,,8.31
4769,310282207,117073079,Inactive,11,,,8.31
4770,310283960,117075164,Inactive,11,,,8.31
4771,310303636,117094471,Inactive,11,,,8.3
4772,310284187,117075423,Inactive,11,,,8.3
4773,310299473,117090544,Inactive,11,,,8.3
4774,310298870,117089966,Inactive,11,,,8.3
4775,310300468,117091492,Inactive,11,,,8.3
4776,310287861,117079634,Inactive,11,,,8.29
4777,310301314,117092296,Inactive,11,,,8.29
4778,310292533,117084030,Inactive,11,,,8.29
4779,310297577,117088742,Inactive,11,,,8.29
4780,310287042,136962312,Inactive,11,,,8.29
4781,310303680,117094511,Inactive,11,,,8.28
4782,310284937,58155010,Inactive,11,,,8.28
4783,310285903,117077413,Inactive,11,,,8.28
4784,310284711,117076121,Inactive,11,,,8.28
4785,310283794,59587976,Inactive,11,,,8.27
4786,310289484,117081171,Inactive,11,,,8.27
4787,310295484,117086782,Inactive,11,,,8.27
4788,310292668,117084157,Inactive,11,,,8.27
4789,310302501,117093410,Inactive,11,,,8.27
4790,310302962,117093841,Inactive,11,,,8.27
4791,310296206,117087459,Inactive,11,,,8.27
4792,310290613,117082236,Inactive,11,,,8.26
4793,310284367,117075682,Inactive,11,,,8.26
4794,310285433,117076895,Inactive,11,,,8.26
4795,310291253,117082824,Inactive,11,,,8.26
4796,310293735,33793410,Inactive,11,,,8.26
4797,310287484,117079302,Inactive,11,,,8.25
4798,310288807,117080527,Inactive,11,,,8.25
4799,310288610,117080338,Inactive,11,,,8.25
4800,310302591,80815379,Inactive,11,,,8.25
4801,310292058,117083585,Inactive,11,,,8.25
4802,310297273,117088456,Inactive,11,,,8.25
4803,310296502,117087734,Inactive,11,,,8.25
4804,310302462,117093372,Inactive,11,,,8.25
4805,310302034,117092978,Inactive,11,,,8.25
4806,310283708,25073473,Inactive,11,,,8.24
4807,310290622,117082245,Inactive,11,,,8.24
4808,310290338,117081979,Inactive,11,,,8.24
4809,310299752,117090809,Inactive,11,,,8.24
4810,310285773,117077311,Inactive,11,,,8.24
4811,310295109,117086430,Inactive,11,,,8.23
4812,310302230,117093157,Inactive,11,,,8.23
4813,310301108,117092102,Inactive,11,,,8.23
4814,310289044,117080754,Inactive,11,,,8.23
4815,310299333,117090411,Inactive,11,,,8.23
4816,310300628,46225987,Inactive,11,,,8.22
4817,310300740,117091750,Inactive,11,,,8.22
4818,310287574,117079380,Inactive,11,,,8.22
4819,310284014,117075202,Inactive,11,,,8.22
4820,310289503,117081190,Inactive,11,,,8.22
4821,310296275,117087523,Inactive,11,,,8.21
4822,310295347,117086654,Inactive,11,,,8.21
4823,310302920,117093801,Inactive,11,,,8.21
4824,310302241,117093167,Inactive,11,,,8.21
4825,310297016,117088213,Inactive,11,,,8.21
4826,310284459,117075809,Inactive,11,,,8.21
4827,310298151,117089286,Inactive,11,,,8.21
4828,310300175,117091211,Inactive,11,,,8.2
4829,310288011,117079774,Inactive,11,,,8.2
4830,310283580,117074895,Inactive,11,,,8.2
4831,310289843,117081516,Inactive,11,,,8.2
4832,310295948,117087216,Inactive,11,,,8.2
4833,310291563,117083122,Inactive,11,,,8.19
4834,310297432,117088604,Inactive,11,,,8.19
4835,310301942,117092890,Inactive,11,,,8.19
4836,310283989,117075184,Inactive,11,,,8.19
4837,310285493,136962204,Inactive,11,,,8.19
4838,310285188,117076566,Inactive,11,,,8.19
4839,310291911,117083446,Inactive,11,,,8.18
4840,310285125,117076475,Inactive,11,,,8.18
4841,310300950,117091952,Inactive,11,,,8.18
4842,310293764,117085176,Inactive,11,,,8.18
4843,310288620,117080348,Inactive,11,,,8.18
4844,310289916,117081586,Inactive,11,,,8.18
4845,310295942,117087210,Inactive,11,,,8.18
4846,310295851,117087125,Inactive,11,,,8.18
4847,310302659,117093557,Inactive,11,,,8.18
4848,310293683,117085100,Inactive,11,,,8.17
4849,310284388,117075704,Inactive,11,,,8.17
4850,310283223,117074414,Inactive,11,,,8.16
4851,310288280,117080023,Inactive,11,,,8.16
4852,310295598,117086889,Inactive,11,,,8.16
4853,310298365,117089490,Inactive,11,,,8.16
4854,310302278,117093200,Inactive,11,,,8.16
4855,310302470,117093380,Inactive,11,,,8.16
4856,310301597,117092568,Inactive,11,,,8.15
4857,310299820,117090876,Inactive,11,,,8.15
4858,310290165,117081823,Inactive,11,,,8.15
4859,310290531,117082160,Inactive,11,,,8.15
4860,310290348,117081987,Inactive,11,,,8.15
4861,310290094,117081758,Inactive,11,,,8.15
4862,310286772,117078649,Inactive,11,,,8.15
4863,310286979,117078813,Inactive,11,,,8.15
4864,310286155,117077702,Inactive,11,,,8.15
4865,310286478,117078173,Inactive,11,,,8.15
4866,310287525,117079337,Inactive,11,,,8.15
4867,310287689,80759240,Inactive,11,,,8.15
4868,310288540,117080269,Inactive,11,,,8.14
4869,310294725,117086074,Inactive,11,,,8.14
4870,310293794,117085203,Inactive,11,,,8.14
4871,310303853,117094673,Inactive,11,,,8.14
4872,310284645,117076079,Inactive,11,,,8.13
4873,310284317,117075618,Inactive,11,,,8.13
4874,310300012,117091058,Inactive,11,,,8.13
4875,310302930,117093811,Inactive,11,,,8.13
4876,310284566,117075978,Inactive,11,,,8.13
4877,310283012,84486711,Inactive,11,,,8.13
4878,310293512,117084939,Inactive,11,,,8.12
4879,310295800,117087077,Inactive,11,,,8.12
4880,310302320,117093240,Inactive,11,,,8.12
4881,310292202,117083713,Inactive,11,,,8.12
4882,310303225,117094084,Inactive,11,,,8.12
4883,310284482,117075836,Inactive,11,,,8.11
4884,310284551,117075955,Inactive,11,,,8.11
4885,310290673,117082293,Inactive,11,,,8.11
4886,310290073,117081739,Inactive,11,,,8.11
4887,310302435,47245602,Inactive,11,,,8.11
4888,310286656,117078489,Inactive,11,,,8.11
4889,310282140,117072954,Inactive,11,,,8.11
4890,310288369,5271883,Inactive,11,,,8.11
4891,310299475,117090546,Inactive,11,,,8.1
4892,310298244,117089374,Inactive,11,,,8.1
4893,310297552,117088719,Inactive,11,,,8.1
4894,310296872,117088077,Inactive,11,,,8.1
4895,310293223,117084670,Inactive,11,,,8.1
4896,310285553,117077041,Inactive,11,,,8.09
4897,310282317,117073279,Inactive,11,,,8.09
4898,310303030,117093900,Inactive,11,,,8.08
4899,310292450,117083955,Inactive,11,,,8.08
4900,310283653,117074946,Inactive,11,,,8.08
4901,310299441,117090514,Inactive,11,,,8.08
4902,310291620,117083174,Inactive,11,,,8.08
4903,310287294,117079124,Inactive,11,,,8.07
4904,310298868,117089964,Inactive,10,,,8.07
4905,310295236,117086550,Inactive,10,,,8.06
4906,310300686,117091697,Inactive,10,,,8.06
4907,310299190,117090275,Inactive,10,,,8.06
4908,310303419,117094269,Inactive,10,,,8.06
4909,310299033,117090123,Inactive,10,,,8.06
4910,310299737,117090796,Inactive,10,,,8.06
4911,310291797,117083340,Inactive,10,,,8.05
4912,310291583,117083139,Inactive,10,,,8.05
4913,310291740,117083285,Inactive,10,,,8.05
4914,310291211,117082786,Inactive,10,,,8.05
4915,310301625,117092594,Inactive,10,,,8.05
4916,310302412,117093328,Inactive,10,,,8.05
4917,310294449,117085820,Inactive,10,,,8.05
4918,310295789,117087066,Inactive,10,,,8.05
4919,310300560,117091576,Inactive,10,,,8.04
4920,310302787,117093675,Inactive,10,,,8.04
4921,310293162,117084617,Inactive,10,,,8.04
4922,310284146,117075377,Inactive,10,,,8.04
4923,310284903,117076242,Inactive,10,,,8.04
4924,310289888,117081560,Inactive,10,,,8.04
4925,310289702,117081381,Inactive,10,,,8.04
4926,310289799,117081476,Inactive,10,,,8.04
4927,310298150,117089285,Inactive,10,,,8.04
4928,310287405,117079227,Inactive,10,,,8.04
4929,310287552,117079362,Inactive,10,,,8.04
4930,310295097,117086420,Inactive,10,,,8.03
4931,310286705,117078575,Inactive,10,,,8.02
4932,310286140,117077686,Inactive,10,,,8.02
4933,310296961,117088161,Inactive,10,,,8.02
4934,310284629,25221920,Inactive,10,,,8.02
4935,310292442,117083948,Inactive,10,,,8.02
4936,310285137,117076489,Inactive,10,,,8.02
4937,310299750,117090807,Inactive,10,,,8.02
4938,310286672,117078520,Inactive,10,,,8.01
4939,310284069,117075276,Inactive,10,,,8
4940,310291113,117082699,Inactive,10,,,7.99
4941,310295591,117086882,Inactive,10,,,7.99
4942,310295761,117087041,Inactive,10,,,7.99
4943,310295340,117086648,Inactive,10,,,7.99
4944,310294935,117086269,Inactive,10,,,7.99
4945,310286570,117078326,Inactive,10,,,7.99
4946,310286334,117077947,Inactive,10,,,7.99
4947,310300910,117091914,Inactive,10,,,7.99
4948,310297316,117088499,Inactive,10,,,7.98
4949,310293149,117084606,Inactive,10,,,7.98
4950,310287741,117079526,Inactive,10,,,7.98
4951,310290106,117081769,Inactive,10,,,7.98
4952,310301479,117092458,Inactive,10,,,7.97
4953,310301349,117092329,Inactive,10,,,7.97
4954,310285588,117077086,Inactive,10,,,7.97
4955,310286623,117078429,Inactive,10,,,7.97
4956,310295935,117087203,Inactive,10,,,7.97
4957,310300116,16004630,Inactive,10,,,7.97
4958,310303143,117094006,Inactive,10,,,7.97
4959,310284378,117075693,Inactive,10,,,7.96
4960,310284071,117075278,Inactive,10,,,7.96
4961,310284559,117075970,Inactive,10,,,7.96
4962,310287050,117078898,Inactive,10,,,7.96
4963,310292342,117083850,Inactive,10,,,7.96
4964,310297290,117088473,Inactive,10,,,7.95
4965,310297061,117088254,Inactive,10,,,7.95
4966,310300159,117091195,Inactive,10,,,7.95
4967,310299778,117090835,Inactive,10,,,7.95
4968,310284381,117075696,Inactive,10,,,7.95
4969,310282966,117073837,Inactive,10,,,7.95
4970,310284599,117076034,Inactive,10,,,7.95
4971,310299493,117090563,Inactive,10,,,7.94
4972,310298040,80776952,Inactive,10,,,7.94
4973,310290198,117081851,Inactive,10,,,7.94
4974,310292686,117084173,Inactive,10,,,7.94
4975,310298329,117089456,Inactive,10,,,7.94
4976,310289430,117081122,Inactive,10,,,7.94
4977,310301392,117092372,Inactive,10,,,7.93
4978,310294094,117085485,Inactive,10,,,7.93
4979,310285002,117076300,Inactive,10,,,7.93
4980,310288194,83715292,Inactive,10,,,7.93
4981,310282697,117073795,Inactive,10,,,7.93
4982,310302993,117093868,Inactive,10,,,7.93
4983,310302242,117093168,Inactive,10,,,7.93
4984,310283337,117074606,Inactive,10,,,7.93
4985,310296644,117087864,Inactive,10,,,7.93
4986,310299926,117090976,Inactive,10,,,7.93
4987,310289089,117080796,Inactive,10,,,7.92
4988,310293287,35532202,Inactive,10,,,7.92
4989,310302820,117093706,Inactive,10,,,7.91
4990,310288497,117080229,Inactive,10,,,7.91
4991,310287131,117078972,Inactive,10,,,7.91
4992,310282458,117073535,Inactive,10,,,7.91
4993,310282942,44627578,Inactive,10,,,7.91
4994,310284344,117075655,Inactive,10,,,7.91
4995,310282815,117073888,Inactive,10,,,7.91
4996,310298438,264332,Inactive,10,,,7.91
4997,310300993,117091995,Inactive,10,,,7.91
4998,310300198,117091233,Inactive,10,,,7.91
4999,310299449,117090522,Inactive,10,,,7.91
5000,310299637,117090699,Inactive,10,,,7.91
5001,310297235,117088420,Inactive,10,,,7.91
5002,310289591,117081273,Inactive,10,,,7.9
5003,310289051,117080761,Inactive,10,,,7.9
5004,310286500,117078210,Inactive,10,,,7.9
5005,310301345,117092325,Inactive,10,,,7.89
5006,310296892,117088097,Inactive,10,,,7.89
5007,310295338,117086646,Inactive,10,,,7.89
5008,310291328,117082898,Inactive,10,,,7.89
5009,310283751,117075010,Inactive,10,,,7.89
5010,310284941,117076198,Inactive,10,,,7.89
5011,310293100,104697617,Inactive,10,,,7.89
5012,310288517,117080248,Inactive,10,,,7.88
5013,310285568,117077056,Inactive,10,,,7.88
5014,310302670,117093567,Inactive,10,,,7.88
5015,310283389,117074669,Inactive,10,,,7.87
5016,310299917,117090967,Inactive,10,,,7.87
5017,310298009,117089148,Inactive,10,,,7.87
5018,310297587,117088752,Inactive,10,,,7.87
5019,310299730,117090790,Inactive,10,,,7.87
5020,310286559,117078305,Inactive,10,,,7.86
5021,310302829,117093715,Inactive,10,,,7.86
5022,310301868,117092820,Inactive,10,,,7.86
5023,310283237,117074437,Inactive,10,,,7.85
5024,310294816,117086157,Inactive,10,,,7.85
5025,310294579,117085943,Inactive,10,,,7.85
5026,310294777,117086123,Inactive,10,,,7.85
5027,310299301,117090380,Inactive,10,,,7.85
5028,310296570,117087796,Inactive,10,,,7.85
5029,310291613,117083167,Inactive,10,,,7.85
5030,310289929,117081599,Inactive,10,,,7.85
5031,310292394,110128974,Inactive,10,,,7.85
5032,310293982,117085377,Inactive,10,,,7.85
5033,310286789,117078663,Inactive,10,,,7.85
5034,310297409,117088583,Inactive,10,,,7.84
5035,310297087,117088279,Inactive,10,,,7.84
5036,310303197,84485034,Inactive,10,,,7.84
5037,310295519,117086815,Inactive,10,,,7.84
5038,310283440,117074726,Inactive,10,,,7.84
5039,310287527,117079339,Inactive,10,,,7.84
5040,310288692,117080416,Inactive,10,,,7.83
5041,310295874,117087147,Inactive,10,,,7.82
5042,310282184,117073039,Inactive,10,,,7.82
5043,310288434,117080167,Inactive,10,,,7.82
5044,310290286,112913279,Inactive,10,,,7.82
5045,310284781,68573140,Inactive,10,,,7.82
5046,310294837,117086176,Inactive,10,,,7.82
5047,310294047,117085439,Inactive,10,,,7.82
5048,310285067,117076389,Inactive,10,,,7.81
5049,310299139,117090225,Inactive,10,,,7.81
5050,310302061,117093002,Inactive,10,,,7.81
5051,310302764,117093653,Inactive,10,,,7.81
5052,310296194,117087447,Inactive,10,,,7.81
5053,310291005,117082600,Inactive,10,,,7.81
5054,310300847,117091853,Inactive,10,,,7.81
5055,310300485,117091506,Inactive,10,,,7.81
5056,310299611,117090677,Inactive,10,,,7.81
5057,310303766,117094590,Inactive,10,,,7.8
5058,310282626,117073740,Inactive,10,,,7.8
5059,310282050,117072779,Inactive,10,,,7.8
5060,310288365,117080101,Inactive,10,,,7.8
5061,310287705,117079495,Inactive,10,,,7.8
5062,310294659,117086014,Inactive,10,,,7.8
5063,310301596,117092567,Inactive,10,,,7.8
5064,310301943,117092891,Inactive,10,,,7.8
5065,310291369,117082937,Inactive,10,,,7.8
5066,310296021,58432899,Inactive,10,,,7.79
5067,310296170,117087423,Inactive,10,,,7.79
5068,310292945,117084418,Inactive,10,,,7.79
5069,310297258,117088442,Inactive,10,,,7.79
5070,310282720,117073812,Inactive,10,,,7.78
5071,310295587,117086878,Inactive,10,,,7.78
5072,310288736,117080460,Inactive,10,,,7.78
5073,310285806,117077339,Inactive,10,,,7.78
5074,310293219,117084667,Inactive,10,,,7.78
5075,310302846,117093732,Inactive,10,,,7.77
5076,310289028,117080739,Inactive,10,,,7.77
5077,310296342,117087586,Inactive,10,,,7.77
5078,310300524,117091545,Inactive,10,,,7.77
5079,310282567,11558904,Inactive,10,,,7.76
5080,310287579,117079385,Inactive,10,,,7.76
5081,310299235,117090319,Inactive,10,,,7.76
5082,310298566,117089681,Inactive,10,,,7.76
5083,310299384,117090461,Inactive,10,,,7.76
5084,310301951,117092899,Inactive,10,,,7.76
5085,310289903,117081575,Inactive,10,,,7.76
5086,310302279,117093201,Inactive,10,,,7.76
5087,310303246,764044,Inactive,10,,,7.76
5088,310296698,117087915,Inactive,10,,,7.75
5089,310300787,117091796,Inactive,10,,,7.75
5090,310300145,117091181,Inactive,10,,,7.75
5091,310298671,117089780,Inactive,10,,,7.75
5092,310283333,117074599,Inactive,10,,,7.75
5093,310294768,117086115,Inactive,10,,,7.74
5094,310291529,117083090,Inactive,10,,,7.74
5095,310299240,117090324,Inactive,10,,,7.74
5096,310301608,117092579,Inactive,10,,,7.74
5097,310290292,117081937,Inactive,10,,,7.74
5098,310296025,117087287,Inactive,10,,,7.74
5099,310297904,117089052,Inactive,10,,,7.74
5100,310292112,117083633,Inactive,10,,,7.73
5101,310285016,117076311,Inactive,10,,,7.73
5102,310295529,117086824,Inactive,10,,,7.73
5103,310295650,117086939,Inactive,10,,,7.73
5104,310284507,117075879,Inactive,10,,,7.72
5105,310285434,117076897,Inactive,10,,,7.72
5106,310294433,117085806,Inactive,10,,,7.72
5107,310294892,117086229,Inactive,10,,,7.72
5108,310294826,117086166,Inactive,10,,,7.72
5109,310302197,117093127,Inactive,10,,,7.72
5110,310302963,117093842,Inactive,10,,,7.72
5111,310303287,117094141,Inactive,10,,,7.72
